,Red,R_Reach_cms,Blue,B_Reach_cms,reach_dif,ganador,mejor_alcance
1152,Mark De La Rosa,165.1,Joby Sanchez,172.72,7.62,Mark De La Rosa,largo
1153,Daniel Cormier,182.88,Derrick Lewis,200.66,17.78,Daniel Cormier,largo
1154,Sijara Eubanks,170.18,Roxanne Modafferi,175.26,5.08,Sijara Eubanks,largo
1155,Lyman Good,187.96,Ben Saunders,195.58,7.62,Lyman Good,largo
1156,Gian Villante,193.04,Ed Herman,195.58,2.54,Gian Villante,largo
1157,Stevie Ray,177.8,Jessin Ayari,185.42,7.62,Stevie Ray,largo
1158,Khabib Nurmagomedov,177.8,Conor McGregor,187.96,10.16,Khabib Nurmagomedov,largo
1159,Derrick Lewis,200.66,Alexander Volkov,203.2,2.54,Derrick Lewis,largo
1160,Michelle Waterson,157.48,Felice Herrig,165.1,7.62,Michelle Waterson,largo
1161,Vicente Luque,190.5,Jalin Turner,195.58,5.08,Vicente Luque,largo
1162,Aspen Ladd,167.64,Tonya Evinger,177.8,10.16,Aspen Ladd,largo
1163,Scott Holtzman,175.26,Alan Patrick,187.96,12.7,Scott Holtzman,largo
1164,Augusto Sakai,195.58,Chase Sherman,198.12,2.54,Augusto Sakai,largo
1165,Sergio Moraes,182.88,Ben Saunders,195.58,12.7,Sergio Moraes,largo
1166,Petr Yan,170.18,Jin Soo Son,175.26,5.08,Petr Yan,largo
1167,Rustam Khabilov,185.42,Kajan Johnson,190.5,5.08,Rustam Khabilov,largo
1168,Merab Dvalishvili,172.72,Terrion Ware,180.34,7.62,Merab Dvalishvili,largo
1169,Jessica Andrade,157.48,Karolina Kowalkiewicz,162.56,5.08,Jessica Andrade,largo
1170,Abdul Razak Alhassan,185.42,Niko Price,193.04,7.62,Abdul Razak Alhassan,largo
1171,Diego Sanchez,182.88,Craig White,193.04,10.16,Diego Sanchez,largo
1172,Justin Gaethje,177.8,James Vick,193.04,15.24,Justin Gaethje,largo
1173,Michael Johnson,185.42,Andre Fili,187.96,2.54,Michael Johnson,largo
1174,Eryk Anders,190.5,Tim Williams,193.04,2.54,Eryk Anders,largo
1175,Cory Sandhagen,177.8,Iuri Alcantara,180.34,2.54,Cory Sandhagen,largo
1176,Drew Dober,177.8,Jon Tuck,185.42,7.62,Drew Dober,largo
1177,Thiago Santos,193.04,Kevin Holland,205.74,12.7,Thiago Santos,largo
1178,Pedro Munhoz,165.1,Brett Johns,180.34,15.24,Pedro Munhoz,largo
1179,Ricky Simon,175.26,Montel Jackson,190.5,15.24,Ricky Simon,largo
1180,Ricardo Ramos,182.88,Kyung Ho Kang,185.42,2.54,Ricardo Ramos,largo
1181,Jose Aldo,177.8,Jeremy Stephens,180.34,2.54,Jose Aldo,largo
1182,John Makdessi,172.72,Ross Pearson,175.26,2.54,John Makdessi,largo
1183,Dustin Ortiz,165.1,Matheus Nicolau,167.64,2.54,Dustin Ortiz,largo
1184,Devin Powell,185.42,Alvaro Herrera,187.96,2.54,Devin Powell,largo
1185,Marcin Tybura,198.12,Stefan Struve,213.36,15.24,Marcin Tybura,largo
1186,Danny Roberts,187.96,David Zawada,190.5,2.54,Danny Roberts,largo
1187,Nasrat Haqparast,182.88,Marc Diakiese,185.42,2.54,Nasrat Haqparast,largo
1188,Sage Northcutt,180.34,Zak Ottow,182.88,2.54,Sage Northcutt,largo
1189,Mark De La Rosa,165.1,Elias Garcia,170.18,5.08,Mark De La Rosa,largo
1190,Jessica Aguilar,160.02,Jodie Esquibel,162.56,2.54,Jessica Aguilar,largo
1191,Raphael Assuncao,167.64,Rob Font,180.34,12.7,Raphael Assuncao,largo
1192,Michael Trizano,180.34,Joe Giannetti,187.96,7.62,Michael Trizano,largo
1193,Alessio Di Chirico,187.96,Julian Marquez,190.5,2.54,Alessio Di Chirico,largo
1194,Song Kenan,180.34,Hector Aldana,182.88,2.54,Song Kenan,largo
1195,Matt Schnell,177.8,Naoki Inoue,180.34,2.54,Matt Schnell,largo
1196,Holly Holm,175.26,Megan Anderson,182.88,7.62,Holly Holm,largo
1197,Gregor Gillespie,180.34,Vinc Pichel,182.88,2.54,Gregor Gillespie,largo
1198,Walt Harris,195.58,Daniel Spitz,208.28,12.7,Walt Harris,largo
1199,Belal Muhammad,182.88,Chance Rencountre,190.5,7.62,Belal Muhammad,largo
1200,Claudio Silva,180.34,Nordine Taleb,187.96,7.62,Claudio Silva,largo
1201,Lina Lansberg,165.1,Gina Mazany,172.72,7.62,Lina Lansberg,largo
1202,Gabriel Benitez,180.34,Humberto Bandenay,182.0,1.66,Gabriel Benitez,largo
1203,Enrique Barzola,177.8,Brandon Davis,182.88,5.08,Enrique Barzola,largo
1204,Claudio Puelles,182.88,Felipe Silva,195.58,12.7,Claudio Puelles,largo
1205,Mackenzie Dern,160.02,Amanda Cooper,162.56,2.54,Mackenzie Dern,largo
1206,Elizeu Zaleski dos Santos,185.42,Sean Strickland,193.04,7.62,Elizeu Zaleski dos Santos,largo
1207,Warlley Alves,182.88,Sultan Aliev,187.96,5.08,Warlley Alves,largo
1208,Markus Perez,185.42,James Bochnovic,205.74,20.32,Markus Perez,largo
1209,Frankie Edgar,172.72,Cub Swanson,177.8,5.08,Frankie Edgar,largo
1210,Siyar Bahadurzada,185.42,Luan Chagas,190.5,5.08,Siyar Bahadurzada,largo
1211,Michelle Waterson,157.48,Cortney Casey,170.18,12.7,Michelle Waterson,largo
1212,Muslim Salikhov,177.8,Ricky Rainey,195.58,17.78,Muslim Salikhov,largo
1213,Gilbert Burns,180.34,Dan Moret,185.42,5.08,Gilbert Burns,largo
1214,Luke Sanders,170.18,Patrick Williams,185.42,15.24,Luke Sanders,largo
1215,Karolina Kowalkiewicz,162.56,Felice Herrig,165.1,2.54,Karolina Kowalkiewicz,largo
1216,Devin Clark,190.5,Mike Rodriguez,208.28,17.78,Devin Clark,largo
1217,Tom Duquesnoy,172.72,Terrion Ware,180.34,7.62,Tom Duquesnoy,largo
1218,Leon Edwards,187.96,Peter Sobotta,190.5,2.54,Leon Edwards,largo
1219,Danny Roberts,187.96,Oliver Enkamp,195.58,7.62,Danny Roberts,largo
1220,Rani Yahya,170.18,Russell Doane,177.8,7.62,Rani Yahya,largo
1221,Donald Cerrone,185.42,Yancy Medeiros,190.5,5.08,Donald Cerrone,largo
1222,Sage Northcutt,180.34,Thibault Gouti,182.88,2.54,Sage Northcutt,largo
1223,Geoff Neal,190.5,Brian Camozzi,198.12,7.62,Geoff Neal,largo
1224,Roberto Sanchez,167.64,Joby Sanchez,172.72,5.08,Roberto Sanchez,largo
1225,Yoel Romero,185.42,Luke Rockhold,195.58,10.16,Yoel Romero,largo
1226,Lyoto Machida,187.96,Eryk Anders,190.5,2.54,Lyoto Machida,largo
1227,Michel Prazeres,170.18,Desmond Green,185.42,15.24,Michel Prazeres,largo
1228,Douglas Silva de Andrade,172.72,Marlon Vera,177.8,5.08,Douglas Silva de Andrade,largo
1229,Sergio Moraes,182.88,Tim Means,190.5,7.62,Sergio Moraes,largo
1230,Deiveson Figueiredo,172.72,Joseph Morales,175.26,2.54,Deiveson Figueiredo,largo
1231,Jacare Souza,182.88,Derek Brunson,195.58,12.7,Jacare Souza,largo
1232,Drew Dober,177.8,Frank Camacho,185.42,7.62,Drew Dober,largo
1233,Mirsad Bektic,177.8,Godofredo Pepey,185.42,7.62,Mirsad Bektic,largo
1234,Katlyn Chookagian,172.72,Mara Romero Borella,175.26,2.54,Katlyn Chookagian,largo
1235,Randa Markos,160.02,Juliana Lima,165.1,5.08,Randa Markos,largo
1236,Stipe Miocic,203.2,Francis Ngannou,210.82,7.62,Stipe Miocic,largo
1237,Daniel Cormier,182.88,Volkan Oezdemir,190.5,7.62,Daniel Cormier,largo
1238,Calvin Kattar,182.88,Shane Burgos,190.5,7.62,Calvin Kattar,largo
1239,Kyle Bochniak,177.8,Brandon Davis,182.88,5.08,Kyle Bochniak,largo
1240,Dustin Ortiz,165.1,Alexandre Pantoja,170.18,5.08,Dustin Ortiz,largo
1241,Islam Makhachev,177.8,Gleison Tibau,180.34,2.54,Islam Makhachev,largo
1242,Darren Elkins,180.34,Michael Johnson,185.42,5.08,Darren Elkins,largo
1243,Cris Cyborg,172.72,Holly Holm,175.26,2.54,Cris Cyborg,largo
1244,Khabib Nurmagomedov,177.8,Edson Barboza,190.5,12.7,Khabib Nurmagomedov,largo
1245,Glover Teixeira,193.04,Misha Cirkunov,195.58,2.54,Glover Teixeira,largo
1246,Chad Laprise,180.34,Galore Bofando,182.88,2.54,Chad Laprise,largo
1247,John Makdessi,172.72,Abel Trujillo,177.8,5.08,John Makdessi,largo
1248,Alessio Di Chirico,187.96,Oluwale Bamgbose,198.12,10.16,Alessio Di Chirico,largo
1249,Jordan Mein,185.42,Erick Silva,187.96,2.54,Jordan Mein,largo
1250,Marlon Moraes,170.18,Aljamain Sterling,180.34,10.16,Marlon Moraes,largo
1251,Scott Holtzman,175.26,Darrell Horcher,177.8,2.54,Scott Holtzman,largo
1252,Frankie Saenz,167.64,Merab Dvalishvili,172.72,5.08,Frankie Saenz,largo
1253,Alejandro Perez,170.18,Iuri Alcantara,180.34,10.16,Alejandro Perez,largo
1254,Max Holloway,175.26,Jose Aldo,177.8,2.54,Max Holloway,largo
1255,Henry Cejudo,162.56,Sergio Pettis,175.26,12.7,Henry Cejudo,largo
1256,Eddie Alvarez,175.26,Justin Gaethje,177.8,2.54,Eddie Alvarez,largo
1257,Tecia Torres,152.4,Michelle Waterson,157.48,5.08,Tecia Torres,largo
1258,Felice Herrig,165.1,Cortney Casey,170.18,5.08,Felice Herrig,largo
1259,Amanda Cooper,162.56,Angela Magana,165.1,2.54,Amanda Cooper,largo
1260,Nicco Montano,165.1,Roxanne Modafferi,175.26,10.16,Nicco Montano,largo
1261,Li Jingliang,180.34,Zak Ottow,182.88,2.54,Li Jingliang,largo
1262,Wang Guan,180.34,Alex Caceres,185.42,5.08,Wang Guan,largo
1263,Song Kenan,180.34,Bobby Nash,187.96,7.62,Song Kenan,largo
1264,Song Yadong,170.18,Bharat Kandare,182.88,12.7,Song Yadong,largo
1265,Fabricio Werdum,195.58,Marcin Tybura,198.12,2.54,Fabricio Werdum,largo
1266,Jake Matthews,185.42,Bojan Velickovic,193.04,7.62,Jake Matthews,largo
1267,Alexander Volkanovski,180.34,Shane Young,182.88,2.54,Alexander Volkanovski,largo
1268,Nik Lentz,172.72,Will Brooks,182.88,10.16,Nik Lentz,largo
1269,Raphael Assuncao,167.64,Matthew Lopez,175.26,7.62,Raphael Assuncao,largo
1270,Sage Northcutt,180.34,Michel Quinones,185.42,5.08,Sage Northcutt,largo
1271,Pedro Munhoz,165.1,Rob Font,180.34,15.24,Pedro Munhoz,largo
1272,Francisco Trinaldo,177.8,Jim Miller,180.34,2.54,Francisco Trinaldo,largo
1273,Thiago Santos,193.04,Jack Hermansson,195.58,2.54,Thiago Santos,largo
1274,John Lineker,170.18,Marlon Vera,177.8,7.62,John Lineker,largo
1275,Vicente Luque,190.5,Niko Price,193.04,2.54,Vicente Luque,largo
1276,Elizeu Zaleski dos Santos,185.42,Max Griffin,193.04,7.62,Elizeu Zaleski dos Santos,largo
1277,Marcelo Golm,190.5,Christian Colombo,203.2,12.7,Marcelo Golm,largo
1278,Marcin Held,180.34,Nasrat Haqparast,182.88,2.54,Marcin Held,largo
1279,Tony Ferguson,193.04,Kevin Lee,195.58,2.54,Tony Ferguson,largo
1280,Gokhan Saki,185.42,Henrique da Silva,193.04,7.62,Gokhan Saki,largo
1281,Jussier Formiga,170.18,Ulka Sasaki,180.34,10.16,Jussier Formiga,largo
1282,Syuri Kondo,167.64,Chanmi Jeon,170.18,2.54,Syuri Kondo,largo
1283,Shinsho Anzai,177.8,Luke Jumeau,182.88,5.08,Shinsho Anzai,largo
1284,Daichi Abe,180.34,Hyun Gyu Lim,195.58,15.24,Daichi Abe,largo
1285,Luke Rockhold,195.58,David Branch,198.12,2.54,Luke Rockhold,largo
1286,Mike Perry,180.34,Alex Reyes,185.42,5.08,Mike Perry,largo
1287,Gregor Gillespie,180.34,Jason Gonzalez,187.96,7.62,Gregor Gillespie,largo
1288,Henry Cejudo,162.56,Wilson Reis,165.1,2.54,Henry Cejudo,largo
1289,Ilir Latifi,185.42,Tyson Pedro,200.66,15.24,Ilir Latifi,largo
1290,Jeremy Stephens,180.34,Gilbert Melendez,185.42,5.08,Jeremy Stephens,largo
1291,Alexander Volkov,203.2,Stefan Struve,213.36,10.16,Alexander Volkov,largo
1292,Siyar Bahadurzada,185.42,Rob Wilkinson,203.2,17.78,Siyar Bahadurzada,largo
1293,Darren Till,187.96,Bojan Velickovic,193.04,5.08,Darren Till,largo
1294,Mairbek Taisumov,185.42,Felipe Silva,195.58,10.16,Mairbek Taisumov,largo
1295,Michel Prazeres,170.18,Mads Burnell,175.26,5.08,Michel Prazeres,largo
1296,Sergio Pettis,175.26,Brandon Moreno,177.8,2.54,Sergio Pettis,largo
1297,Alejandro Perez,170.18,Andre Soukhamthath,177.8,7.62,Alejandro Perez,largo
1298,Cris Cyborg,172.72,Tonya Evinger,177.8,5.08,Cris Cyborg,largo
1299,Brian Ortega,175.26,Renato Moicano,182.88,7.62,Brian Ortega,largo
1300,Jimmie Rivera,172.72,Thomas Almeida,177.8,5.08,Jimmie Rivera,largo
1301,Jack Marshman,185.42,Ryan Janes,193.04,7.62,Jack Marshman,largo
1302,Brett Johns,180.34,Albert Morales,182.88,2.54,Brett Johns,largo
1303,Chad Laprise,180.34,Brian Camozzi,198.12,17.78,Chad Laprise,largo
1304,Thiago Santos,193.04,Gerald Meerschaert,195.58,2.54,Thiago Santos,largo
1305,Cody Stamann,162.56,Terrion Ware,180.34,17.78,Cody Stamann,largo
1306,Trevin Giles,187.96,James Bochnovic,205.74,17.78,Trevin Giles,largo
1307,Brad Tavares,187.96,Elias Theodorou,190.5,2.54,Brad Tavares,largo
1308,Angela Hill,162.56,Ashley Yoder,175.26,12.7,Angela Hill,largo
1309,Tecia Torres,152.4,Juliana Lima,165.1,12.7,Tecia Torres,largo
1310,Clay Guida,177.8,Erik Koch,180.34,2.54,Clay Guida,largo
1311,Jared Gordon,172.72,Michel Quinones,185.42,12.7,Jared Gordon,largo
1312,Ion Cutelaba,190.5,Henrique da Silva,193.04,2.54,Ion Cutelaba,largo
1313,Luke Jumeau,182.88,Dominique Steele,187.96,5.08,Luke Jumeau,largo
1314,John Moraga,167.64,Ashkan Mokhtarian,170.18,2.54,John Moraga,largo
1315,Claudia Gadelha,160.02,Karolina Kowalkiewicz,162.56,2.54,Claudia Gadelha,largo
1316,Paulo Costa,182.88,Oluwale Bamgbose,198.12,15.24,Paulo Costa,largo
1317,Raphael Assuncao,167.64,Marlon Moraes,170.18,2.54,Raphael Assuncao,largo
1318,Viviane Pereira,160.02,Jamie Moyle,165.1,5.08,Viviane Pereira,largo
1319,Volkan Oezdemir,190.5,Misha Cirkunov,195.58,5.08,Volkan Oezdemir,largo
1320,Peter Sobotta,190.5,Ben Saunders,195.58,5.08,Peter Sobotta,largo
1321,Jack Hermansson,195.58,Alex Nicholson,205.74,10.16,Jack Hermansson,largo
1322,Pedro Munhoz,165.1,Damian Stasiak,177.8,12.7,Pedro Munhoz,largo
1323,Trevor Smith,190.5,Chris Camozzi,193.04,2.54,Trevor Smith,largo
1324,Demian Maia,182.88,Jorge Masvidal,187.96,5.08,Demian Maia,largo
1325,Frankie Edgar,172.72,Yair Rodriguez,180.34,7.62,Frankie Edgar,largo
1326,Al Iaquinta,177.8,Diego Sanchez,182.88,5.08,Al Iaquinta,largo
1327,John Dodson,167.64,Eddie Wineland,175.26,7.62,John Dodson,largo
1328,Scott Holtzman,175.26,Michael McBride,190.5,15.24,Scott Holtzman,largo
1329,Hector Sandoval,162.56,Matt Schnell,177.8,15.24,Hector Sandoval,largo
1330,Devin Clark,190.5,Jake Collier,198.12,7.62,Devin Clark,largo
1331,Daniel Cormier,182.88,Anthony Johnson,198.12,15.24,Daniel Cormier,largo
1332,Cynthia Calvillo,162.56,Pearl Gonzalez,172.72,10.16,Cynthia Calvillo,largo
1333,Thiago Alves,177.8,Patrick Cote,180.34,2.54,Thiago Alves,largo
1334,Patrick Cummins,193.04,Jan Blachowicz,198.12,5.08,Patrick Cummins,largo
1335,Gunnar Nelson,182.88,Alan Jouban,185.42,2.54,Gunnar Nelson,largo
1336,Arnold Allen,177.8,Makwan Amirkhani,182.88,5.08,Arnold Allen,largo
1337,Leon Edwards,187.96,Vicente Luque,190.5,2.54,Leon Edwards,largo
1338,Lina Lansberg,165.1,Lucie Pudilova,170.18,5.08,Lina Lansberg,largo
1339,Michel Prazeres,170.18,Joshua Burkman,182.88,12.7,Michel Prazeres,largo
1340,Tyron Woodley,187.96,Stephen Thompson,190.5,2.54,Tyron Woodley,largo
1341,Mark Godbeer,195.58,Daniel Spitz,208.28,12.7,Mark Godbeer,largo
1342,Johny Hendricks,175.26,Hector Lombard,180.34,5.08,Johny Hendricks,largo
1343,Elias Theodorou,190.5,Cezar Ferreira,198.12,7.62,Elias Theodorou,largo
1344,Sara McMann,167.64,Gina Mazany,172.72,5.08,Sara McMann,largo
1345,Jacare Souza,182.88,Tim Boetsch,187.96,5.08,Jacare Souza,largo
1346,Glover Teixeira,193.04,Jared Cannonier,195.58,2.54,Glover Teixeira,largo
1347,Wilson Reis,165.1,Ulka Sasaki,180.34,15.24,Wilson Reis,largo
1348,Rick Glenn,177.8,Phillipe Nover,182.88,5.08,Rick Glenn,largo
1349,Jessica Andrade,157.48,Angela Hill,162.56,5.08,Jessica Andrade,largo
1350,Tecia Torres,152.4,Bec Rawlings,162.56,10.16,Tecia Torres,largo
1351,Valentina Shevchenko,167.64,Julianna Pena,175.26,7.62,Valentina Shevchenko,largo
1352,Raphael Assuncao,167.64,Aljamain Sterling,180.34,12.7,Raphael Assuncao,largo
1353,Eric Spicely,185.42,Alessio Di Chirico,187.96,2.54,Eric Spicely,largo
1354,Alexandre Pantoja,170.18,Eric Shelton,172.72,2.54,Alexandre Pantoja,largo
1355,Walt Harris,195.58,Chase Sherman,198.12,2.54,Walt Harris,largo
1356,Urijah Faber,170.18,Brad Pickett,172.72,2.54,Urijah Faber,largo
1357,Leslie Smith,167.64,Irene Aldana,172.72,5.08,Leslie Smith,largo
1358,Hector Sandoval,162.56,Fredy Serrano,165.1,2.54,Hector Sandoval,largo
1359,Max Holloway,175.26,Anthony Pettis,182.88,7.62,Max Holloway,largo
1360,Donald Cerrone,185.42,Matt Brown,190.5,5.08,Donald Cerrone,largo
1361,Gian Villante,193.04,Saparbeg Safarov,198.12,5.08,Gian Villante,largo
1362,Justine Kish,162.56,Ashley Yoder,175.26,12.7,Justine Kish,largo
1363,Andrew Sanchez,187.96,Trevor Smith,190.5,2.54,Andrew Sanchez,largo
1364,Juliana Lima,165.1,JJ Aldrich,170.18,5.08,Juliana Lima,largo
1365,Sara McMann,167.64,Alexis Davis,172.72,5.08,Sara McMann,largo
1366,Robert Whittaker,185.42,Derek Brunson,195.58,10.16,Robert Whittaker,largo
1367,Daniel Kelly,177.8,Chris Camozzi,193.04,15.24,Daniel Kelly,largo
1368,Damien Brown,172.72,Jon Tuck,185.42,12.7,Damien Brown,largo
1369,Ben Nguyen,165.1,Geane Herrera,167.64,2.54,Ben Nguyen,largo
1370,Ryan Bader,187.96,Rogerio Nogueira,190.5,2.54,Ryan Bader,largo
1371,Thomas Almeida,177.8,Albert Morales,182.88,5.08,Thomas Almeida,largo
1372,Claudia Gadelha,160.02,Cortney Casey,170.18,10.16,Claudia Gadelha,largo
1373,Luis Henrique,187.96,Christian Colombo,203.2,15.24,Luis Henrique,largo
1374,Pedro Munhoz,165.1,Justin Scoggins,167.64,2.54,Pedro Munhoz,largo
1375,Gegard Mousasi,193.04,Uriah Hall,200.66,7.62,Gegard Mousasi,largo
1376,Artem Lobov,165.1,Teruto Ishihara,175.26,10.16,Artem Lobov,largo
1377,Frankie Edgar,172.72,Jeremy Stephens,180.34,7.62,Frankie Edgar,largo
1378,Khabib Nurmagomedov,177.8,Michael Johnson,185.42,7.62,Khabib Nurmagomedov,largo
1379,Liz Carmouche,167.64,Katlyn Chookagian,172.72,5.08,Liz Carmouche,largo
1380,Ricardo Lamas,180.34,Charles Oliveira,187.96,7.62,Ricardo Lamas,largo
1381,Martin Bravo,180.34,Claudio Puelles,182.88,2.54,Martin Bravo,largo
1382,Erik Perez,172.72,Felipe Arantes,185.42,12.7,Erik Perez,largo
1383,Sam Alvey,190.5,Alex Nicholson,205.74,15.24,Sam Alvey,largo
1384,Polo Reyes,180.34,Jason Novelli,190.5,10.16,Polo Reyes,largo
1385,Enrique Barzola,177.8,Chris Avila,182.88,5.08,Enrique Barzola,largo
1386,Shamil Abdurakhimov,193.04,Walt Harris,195.58,2.54,Shamil Abdurakhimov,largo
1387,Nate Marquardt,187.96,Tamdan McCrory,198.12,10.16,Nate Marquardt,largo
1388,Renan Barao,177.8,Phillipe Nover,182.88,5.08,Renan Barao,largo
1389,Roy Nelson,182.88,Antonio Silva,203.2,20.32,Roy Nelson,largo
1390,Erick Silva,187.96,Luan Chagas,190.5,2.54,Erick Silva,largo
1391,Jose Quinonez,175.26,Joey Gomez,180.34,5.08,Jose Quinonez,largo
1392,Fabricio Werdum,195.58,Travis Browne,200.66,5.08,Fabricio Werdum,largo
1393,Jessica Andrade,157.48,Joanne Calderwood,165.1,7.62,Jessica Andrade,largo
1394,Nik Lentz,172.72,Michael McBride,190.5,17.78,Nik Lentz,largo
1395,Drew Dober,177.8,Jason Gonzalez,187.96,10.16,Drew Dober,largo
1396,Nick Hein,167.64,Tae Hyun Bang,180.34,12.7,Nick Hein,largo
1397,Demian Maia,182.88,Carlos Condit,190.5,7.62,Demian Maia,largo
1398,Anthony Pettis,182.88,Charles Oliveira,187.96,5.08,Anthony Pettis,largo
1399,Sam Alvey,190.5,Kevin Casey,195.58,5.08,Sam Alvey,largo
1400,Chad Laprise,180.34,Thibault Gouti,182.88,2.54,Chad Laprise,largo
1401,Cody Garbrandt,165.1,Takeya Mizugaki,172.72,7.62,Cody Garbrandt,largo
1402,Artem Lobov,165.1,Chris Avila,182.88,17.78,Artem Lobov,largo
1403,Colby Covington,182.88,Max Griffin,193.04,10.16,Colby Covington,largo
1404,Yair Rodriguez,180.34,Alex Caceres,185.42,5.08,Yair Rodriguez,largo
1405,Dennis Bermudez,167.64,Rony Jason,177.8,10.16,Dennis Bermudez,largo
1406,Santiago Ponzinibbio,185.42,Zak Cummings,190.5,5.08,Santiago Ponzinibbio,largo
1407,David Teymur,185.42,Jason Novelli,190.5,5.08,David Teymur,largo
1408,Darren Elkins,180.34,Godofredo Pepey,185.42,5.08,Darren Elkins,largo
1409,Michel Prazeres,170.18,JC Cottrell,180.34,10.16,Michel Prazeres,largo
1410,Tim Boetsch,187.96,Josh Samman,200.66,12.7,Tim Boetsch,largo
1411,Scott Holtzman,175.26,Cody Pfister,185.42,10.16,Scott Holtzman,largo
1412,Rani Yahya,170.18,Matthew Lopez,175.26,5.08,Rani Yahya,largo
1413,Daniel Cormier,182.88,Anderson Silva,195.58,12.7,Daniel Cormier,largo
1414,Cain Velasquez,195.58,Travis Browne,200.66,5.08,Cain Velasquez,largo
1415,Sage Northcutt,180.34,Enrique Marin,187.96,7.62,Sage Northcutt,largo
1416,Andrew Sanchez,187.96,Khalil Rountree Jr.,193.04,5.08,Andrew Sanchez,largo
1417,Joaquim Silva,175.26,Andrew Holbrook,177.8,2.54,Joaquim Silva,largo
1418,Li Jingliang,180.34,Anton Zafir,182.88,2.54,Li Jingliang,largo
1419,John Makdessi,172.72,Mehdi Baghdad,190.5,17.78,John Makdessi,largo
1420,Steve Bosse,182.88,Sean O'Connell,187.96,5.08,Steve Bosse,largo
1421,Olivier Aubin-Mercier,177.8,Thibault Gouti,182.88,5.08,Olivier Aubin-Mercier,largo
1422,Jason Saggo,180.34,Leandro Silva,182.88,2.54,Jason Saggo,largo
1423,Randa Markos,160.02,Jocelyn Jones-Lybarger,162.56,2.54,Randa Markos,largo
1424,Colby Covington,182.88,Jonathan Meunier,190.5,7.62,Colby Covington,largo
1425,Ali Bagautinov,165.1,Geane Herrera,167.64,2.54,Ali Bagautinov,largo
1426,Max Holloway,175.26,Ricardo Lamas,180.34,5.08,Max Holloway,largo
1427,Brian Ortega,175.26,Clay Guida,177.8,2.54,Brian Ortega,largo
1428,Beneil Dariush,182.88,James Vick,193.04,10.16,Beneil Dariush,largo
1429,Chris Camozzi,193.04,Vitor Miranda,195.58,2.54,Chris Camozzi,largo
1430,Abel Trujillo,177.8,Jordan Rinaldi,182.88,5.08,Abel Trujillo,largo
1431,Jacare Souza,182.88,Vitor Belfort,187.96,5.08,Jacare Souza,largo
1432,Mauricio Rua,193.04,Corey Anderson,200.66,7.62,Mauricio Rua,largo
1433,Demian Maia,182.88,Matt Brown,190.5,7.62,Demian Maia,largo
1434,Francisco Trinaldo,177.8,Yancy Medeiros,190.5,12.7,Francisco Trinaldo,largo
1435,John Lineker,170.18,Rob Font,180.34,10.16,John Lineker,largo
1436,Rogerio Nogueira,190.5,Patrick Cummins,193.04,2.54,Rogerio Nogueira,largo
1437,Leon Edwards,187.96,Dominic Waters,200.66,12.7,Leon Edwards,largo
1438,Robert Whittaker,185.42,Rafael Natal,193.04,7.62,Robert Whittaker,largo
1439,Yair Rodriguez,180.34,Andre Fili,187.96,7.62,Yair Rodriguez,largo
1440,Carla Esparza,160.02,Juliana Lima,165.1,5.08,Carla Esparza,largo
1441,Marcos Rogerio de Lima,190.5,Clint Hester,195.58,5.08,Marcos Rogerio de Lima,largo
1442,John Dodson,167.64,Manvel Gamburyan,170.18,2.54,John Dodson,largo
1443,Tim Johnson,195.58,Marcin Tybura,198.12,2.54,Tim Johnson,largo
1444,Mark Hunt,182.88,Frank Mir,200.66,17.78,Mark Hunt,largo
1445,Daniel Kelly,177.8,Antonio Carlos Junior,200.66,22.86,Daniel Kelly,largo
1446,Ross Pearson,175.26,Chad Laprise,180.34,5.08,Ross Pearson,largo
1447,Darren Elkins,180.34,Chas Skelly,182.88,2.54,Darren Elkins,largo
1448,Gegard Mousasi,193.04,Thales Leites,198.12,5.08,Gegard Mousasi,largo
1449,Davey Grant,175.26,Marlon Vera,177.8,2.54,Davey Grant,largo
1450,Arnold Allen,177.8,Yaotzin Meza,187.96,10.16,Arnold Allen,largo
1451,Donald Cerrone,185.42,Alex Oliveira,193.04,7.62,Donald Cerrone,largo
1452,Dennis Bermudez,167.64,Tatsuya Kawajiri,175.26,7.62,Dennis Bermudez,largo
1453,Roy Nelson,182.88,Jared Rosholt,190.5,7.62,Roy Nelson,largo
1454,Misha Cirkunov,195.58,Alex Nicholson,205.74,10.16,Misha Cirkunov,largo
1455,Mike Pyle,187.96,Sean Spencer,190.5,2.54,Mike Pyle,largo
1456,Mickey Gall,187.96,Mike Jackson,188.0,0.04,Mickey Gall,largo
1457,Tarec Saffiedine,177.8,Jake Ellenberger,180.34,2.54,Tarec Saffiedine,largo
1458,Rafael Natal,193.04,Kevin Casey,195.58,2.54,Rafael Natal,largo
1459,Patrick Cote,180.34,Ben Saunders,195.58,15.24,Patrick Cote,largo
1460,Chris Wade,177.8,Mehdi Baghdad,190.5,12.7,Chris Wade,largo
1461,Paul Felder,177.8,Daron Cruickshank,182.88,5.08,Paul Felder,largo
1462,Ilir Latifi,185.42,Sean O'Connell,187.96,2.54,Ilir Latifi,largo
1463,Charles Rosa,175.26,Kyle Bochniak,177.8,2.54,Charles Rosa,largo
1464,Robbie Lawler,187.96,Carlos Condit,190.5,2.54,Robbie Lawler,largo
1465,Dustin Poirier,182.88,Joe Duffy,185.42,2.54,Dustin Poirier,largo
