,Red,R_Height_cms,Blue,B_Height_cms,height_dif,ganador,ganador_height
918,Brendan Allen,187.96,Tom Breese,190.5,2.54,Brendan Allen,alto
919,Brad Riddell,170.18,Magomed Mustafaev,172.72,2.54,Brad Riddell,alto
920,Kai Kara France,162.56,Tyson Nam,170.18,7.62,Kai Kara France,alto
921,Drew Dober,172.72,Marco Polo Reyes,180.34,7.62,Drew Dober,alto
922,Alonzo Menifield,182.88,Paul Craig,190.5,7.62,Alonzo Menifield,alto
923,Eryk Anders,185.42,Vinicius Moreira,193.04,7.62,Eryk Anders,alto
924,Jared Gordon,175.26,Dan Moret,182.88,7.62,Jared Gordon,alto
925,Dalcha Lungiambula,172.72,Dequan Townsend,190.5,17.78,Dalcha Lungiambula,alto
926,Andrea Lee,167.64,Montana De La Rosa,170.18,2.54,Andrea Lee,alto
927,Deron Winn,167.64,Eric Spicely,185.42,17.78,Deron Winn,alto
928,Jan Blachowicz,187.96,Luke Rockhold,190.5,2.54,Jan Blachowicz,alto
929,Marlon Vera,172.72,Nohelin Hernandez,177.8,5.08,Marlon Vera,alto
930,Diego Sanchez,177.8,Michel Pereira,185.42,7.62,Diego Sanchez,alto
931,Lando Vannata,175.26,Yancy Medeiros,177.8,2.54,Lando Vannata,alto
932,John Dodson,160.02,Nathaniel Wood,167.64,7.62,John Dodson,alto
933,Devin Clark,182.88,Dequan Townsend,190.5,7.62,Devin Clark,alto
934,Josh Emmett,167.64,Mirsad Bektic,172.72,5.08,Josh Emmett,alto
935,Marvin Vettori,182.88,Cezar Ferreira,185.42,2.54,Marvin Vettori,alto
936,Andrei Arlovski,190.5,Ben Rothwell,193.04,2.54,Andrei Arlovski,alto
937,Raquel Pennington,170.18,Irene Aldana,175.26,5.08,Raquel Pennington,alto
938,Ray Borg,162.56,Gabriel Silva,167.64,5.08,Ray Borg,alto
939,Geoff Neal,180.34,Niko Price,182.88,2.54,Geoff Neal,alto
940,Gavin Tucker,167.64,Seungwoo Choi,182.88,15.24,Gavin Tucker,alto
941,Gillian Robertson,165.1,Sarah Frota,167.64,2.54,Gillian Robertson,alto
942,Erik Koch,177.8,Kyle Stewart,182.88,5.08,Erik Koch,alto
943,Scott Holtzman,175.26,Dong Hyun Ma,180.34,5.08,Scott Holtzman,alto
944,Lauren Murphy,165.1,Mara Romero Borella,167.64,2.54,Lauren Murphy,alto
945,Claudio Silva,180.34,Cole Williams,182.88,2.54,Claudio Silva,alto
946,Valentina Shevchenko,165.1,Katlyn Chookagian,175.26,10.16,Valentina Shevchenko,alto
947,Trevin Giles,182.88,James Krause,187.96,5.08,Trevin Giles,alto
948,Lauren Murphy,165.1,Andrea Lee,167.64,2.54,Lauren Murphy,alto
949,Valentina Shevchenko,165.1,Liz Carmouche,167.64,2.54,Valentina Shevchenko,alto
950,Luiz Garagorri,175.26,Humberto Bandenay,180.34,5.08,Luiz Garagorri,alto
951,Enrique Barzola,170.18,Bobby Moffett,177.8,7.62,Enrique Barzola,alto
952,Rogerio Bontorin,165.1,Raulian Paiva,172.72,7.62,Rogerio Bontorin,alto
953,Veronica Macedo,162.56,Polyana Viana,165.1,2.54,Veronica Macedo,alto
954,Kyung Ho Kang,175.26,Brandon Davis,177.8,2.54,Kyung Ho Kang,alto
955,Kai Kara-France,162.56,Mark De La Rosa,167.64,5.08,Kai Kara-France,alto
956,Su Mudaerji,172.72,Andre Soukhamthath,175.26,2.54,Su Mudaerji,alto
957,Heili Alateng,165.1,Danaa Batgerel,170.18,5.08,Heili Alateng,alto
958,Ottman Azaitar,172.72,Teemu Packalen,185.42,12.7,Ottman Azaitar,alto
959,Don Madge,182.88,Fares Ziam,185.42,2.54,Don Madge,alto
960,Glover Teixeira,187.96,Nikita Krylov,190.5,2.54,Glover Teixeira,alto
961,Uriah Hall,182.88,Antonio Carlos Junior,187.96,5.08,Uriah Hall,alto
962,Louis Smolka,175.26,Ryan MacDonald,180.34,5.08,Louis Smolka,alto
963,Carla Esparza,154.94,Alexa Grasso,165.1,10.16,Carla Esparza,alto
964,Sergio Pettis,167.64,Tyson Nam,170.18,2.54,Sergio Pettis,alto
965,Caludio Puelles,180.34,Marcos Mariano,185.42,5.08,Caludio Puelles,alto
966,Mark Madsen,172.72,Danilo Belluardo,182.88,10.16,Mark Madsen,alto
967,Jack Shore,172.72,Nohelin Hernandez,177.8,5.08,Jack Shore,alto
968,Brad Riddell,170.18,Jamie Mullarkey,182.88,12.7,Brad Riddell,alto
969,Justine Kish,165.1,Luci Pudilova,172.72,7.62,Justine Kish,alto
970,Sara McMann,167.64,Lina Lansberg,170.18,2.54,Sara McMann,alto
971,Cub Swanson,172.72,Kron Gracie,175.26,2.54,Cub Swanson,alto
972,Niko Price,182.88,James Vick,190.5,7.62,Niko Price,alto
973,Matt Frevola,175.26,Luis Pena,190.5,15.24,Matt Frevola,alto
974,Mike Davis,182.88,Thomas Gifford,185.42,2.54,Mike Davis,alto
975,Deiveson Figueiredo,165.1,Tim Elliott,170.18,5.08,Deiveson Figueiredo,alto
976,Marvin Vettori,182.88,Andrew Sanchez,185.42,2.54,Marvin Vettori,alto
977,Joe Lauzon,177.8,Jonathan Pearce,182.88,5.08,Joe Lauzon,alto
978,Charles Rosa,175.26,Manny Bermudez,177.8,2.54,Charles Rosa,alto
979,Molly McCann,162.56,Diana Belbita,170.18,7.62,Molly McCann,alto
980,Brendan Allen,187.96,Kevin Holland,190.5,2.54,Brendan Allen,alto
981,Ciryl Gane,193.04,Don'tale Mayes,198.12,5.08,Ciryl Gane,alto
982,Muslim Salikhov,180.34,Laureano Staropoli,185.42,5.08,Muslim Salikhov,alto
983,Randa Markos,162.56,Ashley Yoder,170.18,7.62,Randa Markos,alto
984,Loma Lookboonmee,154.94,Alexandra Albu,157.48,2.54,Loma Lookboonmee,alto
985,Conor McGregor,175.26,Donald Cerrone,185.42,10.16,Conor McGregor,alto
986,Aleksei Oleinik,187.96,Maurice Greene,200.66,12.7,Aleksei Oleinik,alto
987,Drew Dober,172.72,Nasrat Haqparast,177.8,5.08,Drew Dober,alto
988,Brian Kelleher,167.64,Ode Obsourne,170.18,2.54,Brian Kelleher,alto
989,Jorge Masvidal,180.34,Nate Diaz,182.88,2.54,Jorge Masvidal,alto
990,Corey Anderson,190.5,Johnny Walker,198.12,7.62,Corey Anderson,alto
991,Lyman Good,182.88,Chance Rencountre,187.96,5.08,Lyman Good,alto
992,Rustam Khabilov,172.72,Sergey Khandozhko,185.42,12.7,Rustam Khabilov,alto
993,Francisco Trinaldo,175.26,Bobby Green,177.8,2.54,Francisco Trinaldo,alto
994, Jun Yong Park,177.8,Marc-Andre Barriault,185.42,7.62, Jun Yong Park,alto
995,Alexandre Pantoja,165.1,Matt Schnell,172.72,7.62,Alexandre Pantoja,alto
996,Raoni Barcelos,170.18,Said Nurmagomedov,172.72,2.54,Raoni Barcelos,alto
997,Amanda Nunes,172.72,Germaine de Randamie,175.26,2.54,Amanda Nunes,alto
998,Marlon Moraes,167.64,Jose Aldo,170.18,2.54,Marlon Moraes,alto
999,Matt Brown,182.88,Ben Saunders,187.96,5.08,Matt Brown,alto
1000,Punahele Soriano,180.34,Oskar Piechota,182.88,2.54,Punahele Soriano,alto
1001,Joe Solecki,175.26,Matt Wiman,177.8,2.54,Joe Solecki,alto
1002,Makhmud Muradov,187.96,Trevor Smith,190.5,2.54,Makhmud Muradov,alto
1003,Henry Cejudo,162.56,Marlon Moraes,167.64,5.08,Henry Cejudo,alto
1004,Valentina Shevchenko,165.1,Jessica Eye,167.64,2.54,Valentina Shevchenko,alto
1005,Tony Ferguson,180.34,Donald Cerrone,185.42,5.08,Tony Ferguson,alto
1006,Daniel Teymur,165.1,Sung Bin Jo,182.88,17.78,Daniel Teymur,alto
1007,Rafael Dos Anjos,172.72,Kevin Lee,175.26,2.54,Rafael Dos Anjos,alto
1008,Davi Ramos,167.64,Austin Hubbard,177.8,10.16,Davi Ramos,alto
1009,Julio Arce,170.18,Julian Erosa,185.42,15.24,Julio Arce,alto
1010,Jared Cannonier,180.34,Anderson Silva,187.96,7.62,Jared Cannonier,alto
1011,Thiago Moises,175.26,Kurt Holobaugh,180.34,5.08,Thiago Moises,alto
1012,Warlley Alves,180.34,Sergio Moraes,182.88,2.54,Warlley Alves,alto
1013,Luana Carolina,167.64,Priscila Cachoeira,170.18,2.54,Luana Carolina,alto
1014,Arjan Bhullar,185.42,Juan Adams,195.58,10.16,Arjan Bhullar,alto
1015,Carla Esparza,154.94,Virna Jandiroba,160.02,5.08,Carla Esparza,alto
1016,Gilbert Burns,177.8,Mike Davis,182.88,5.08,Gilbert Burns,alto
1017,Jim Miller,172.72,Jason Gonzalez,187.96,15.24,Jim Miller,alto
1018,Roxanne Modafferi,170.18,Antonina Shevchenko,172.72,2.54,Roxanne Modafferi,alto
1019,Movsar Evloev,170.18,Seungwoo Choi,182.88,12.7,Movsar Evloev,alto
1020,Max Griffin,180.34,Zelim Imadaev,182.88,2.54,Max Griffin,alto
1021,Josh Emmett,167.64,Michael Johnson,177.8,10.16,Josh Emmett,alto
1022,John Makdessi,172.72,Jesus Pinedo,177.8,5.08,John Makdessi,alto
1023,Nathaniel Wood,167.64,Jose Quinonez,172.72,5.08,Nathaniel Wood,alto
1024,Arnold Allen,172.72,Jordan Rinaldi,177.8,5.08,Arnold Allen,alto
1025,Molly McCann,162.56,Priscila Cachoeira,170.18,7.62,Molly McCann,alto
1026,Mike Grundy,170.18,Nad Narimani,172.72,2.54,Mike Grundy,alto
1027,Elizeu Zaleski dos Santos,180.34,Curtis Millender,187.96,7.62,Elizeu Zaleski dos Santos,alto
1028,Blagoy Ivanov,180.34,Ben Rothwell,193.04,12.7,Blagoy Ivanov,alto
1029,Grant Dawson,177.8,Julian Erosa,185.42,7.62,Grant Dawson,alto
1030,Diego Sanchez,177.8,Mickey Gall,187.96,10.16,Diego Sanchez,alto
1031,Liz Carmouche,167.64,Lucie Pudilova,172.72,5.08,Liz Carmouche,alto
1032,Damir Hadzovic,175.26,Polo Reyes,180.34,5.08,Damir Hadzovic,alto
1033,Damir Ismagulov,177.8,Joel Alvarez,190.5,12.7,Damir Ismagulov,alto
1034,Vicente Luque,180.34,Bryan Barberena,182.88,2.54,Vicente Luque,alto
1035,Lando Vannata,175.26,Marcos Mariano,185.42,10.16,Lando Vannata,alto
1036,Devonte Smith,175.26,Dong Hyun Ma,180.34,5.08,Devonte Smith,alto
1037,Shane Young,172.72,Austin Arnett,182.88,10.16,Shane Young,alto
1038,Kai Kara-France,165.1,Raulian Paiva,172.72,7.62,Kai Kara-France,alto
1039,Jose Aldo,170.18,Renato Moicano,180.34,10.16,Jose Aldo,alto
1040,Livinha Souza,165.1,Sarah Frota,167.64,2.54,Livinha Souza,alto
1041,Thiago Alves,175.26,Max Griffin,180.34,5.08,Thiago Alves,alto
1042,Henry Cejudo,162.56,TJ Dillashaw,167.64,5.08,Henry Cejudo,alto
1043,Gregor Gillespie,170.18,Yancy Medeiros,177.8,7.62,Gregor Gillespie,alto
1044,Joseph Benavidez,162.56,Dustin Ortiz,165.1,2.54,Joseph Benavidez,alto
1045,Alonzo Menifield,182.88,Vinicius Moreira,193.04,10.16,Alonzo Menifield,alto
1046,Dennis Bermudez,167.64,Te Edwards,172.72,5.08,Dennis Bermudez,alto
1047,Jon Jones,193.04,Alexander Gustafsson,195.58,2.54,Jon Jones,alto
1048,Nathaniel Wood,167.64,Andre Ewell,172.72,5.08,Nathaniel Wood,alto
1049,Uriah Hall,182.88,Bevon Lewis,190.5,7.62,Uriah Hall,alto
1050,Edson Barboza,180.34,Dan Hooker,182.88,2.54,Edson Barboza,alto
1051,Zak Ottow,180.34,Dwight Grant,185.42,5.08,Zak Ottow,alto
1052,Dan Ige,170.18,Jordan Griffin,177.8,7.62,Dan Ige,alto
1053,Valentina Shevchenko,165.1,Joanna Jedrzejczyk,167.64,2.54,Valentina Shevchenko,alto
1054,Brad Katona,167.64,Matthew Lopez,170.18,2.54,Brad Katona,alto
1055,Diego Ferreira,175.26,Kyle Nelson,180.34,5.08,Diego Ferreira,alto
1056,Mauricio Rua,185.42,Tyson Pedro,190.5,5.08,Mauricio Rua,alto
1057,Jimmy Crute,187.96,Paul Craig,190.5,2.54,Jimmy Crute,alto
1058,Wilson Reis,162.56,Ben Nguyen,165.1,2.54,Wilson Reis,alto
1059,Pedro Munhoz,167.64,Bryan Caraway,172.72,5.08,Pedro Munhoz,alto
1060,Joseph Benavidez,162.56,Alex Perez,167.64,5.08,Joseph Benavidez,alto
1061,Raoni Barcelos,170.18,Chris Gutierrez,175.26,5.08,Raoni Barcelos,alto
1062,Liu Pingyuan,167.64,Martin Day,177.8,10.16,Liu Pingyuan,alto
1063,Ricardo Lamas,172.72,Darren Elkins,177.8,5.08,Ricardo Lamas,alto
1064,Cynthia Calvillo,162.56,Poliana Botelho,172.72,10.16,Cynthia Calvillo,alto
1065,Michel Prazeres,167.64,Bartosz Fabinski,182.88,15.24,Michel Prazeres,alto
1066,Alexandre Pantoja,165.1,Ulka Sasaki,177.8,12.7,Alexandre Pantoja,alto
1067,Michael Trizano,180.34,Luis Pena,190.5,10.16,Michael Trizano,alto
1068,Davi Ramos,167.64,John Gunther,175.26,7.62,Davi Ramos,alto
1069,Devonte Smith,175.26,Julian Erosa,185.42,10.16,Devonte Smith,alto
1070,Daniel Cormier,180.34,Derrick Lewis,190.5,10.16,Daniel Cormier,alto
1071,Sijara Eubanks,162.56,Roxanne Modafferi,170.18,7.62,Sijara Eubanks,alto
1072,Lyman Good,182.88,Ben Saunders,187.96,5.08,Lyman Good,alto
1073,Arjan Bhullar,185.42,Marcelo Golm,190.5,5.08,Arjan Bhullar,alto
1074,Stevie Ray,177.8,Jessin Ayari,182.88,5.08,Stevie Ray,alto
1075,Derrick Lewis,190.5,Alexander Volkov,200.66,10.16,Derrick Lewis,alto
1076,Michelle Waterson,160.02,Felice Herrig,162.56,2.54,Michelle Waterson,alto
1077,Vicente Luque,180.34,Jalin Turner,190.5,10.16,Vicente Luque,alto
1078,Aspen Ladd,167.64,Tonya Evinger,170.18,2.54,Aspen Ladd,alto
1079,Scott Holtzman,175.26,Alan Patrick,180.34,5.08,Scott Holtzman,alto
1080,Francisco Trinaldo,175.26,Evan Dunham,177.8,2.54,Francisco Trinaldo,alto
1081,Augusto Sakai,190.5,Chase Sherman,193.04,2.54,Augusto Sakai,alto
1082,Sergio Moraes,182.88,Ben Saunders,187.96,5.08,Sergio Moraes,alto
1083,Jan Blachowicz,187.96,Nikita Krylov,190.5,2.54,Jan Blachowicz,alto
1084,Aleksei Kunchenko,172.72,Thiago Alves,175.26,2.54,Aleksei Kunchenko,alto
1085,Khalid Murtazaliev,182.88,CB Dollaway,187.96,5.08,Khalid Murtazaliev,alto
1086,Rustam Khabilov,172.72,Kajan Johnson,180.34,7.62,Rustam Khabilov,alto
1087,Mairbek Taisumov,175.26,Desmond Green,177.8,2.54,Mairbek Taisumov,alto
1088,Ramazan Emeev,177.8,Stefan Sekulic,182.88,5.08,Ramazan Emeev,alto
1089,Merab Dvalishvili,167.64,Terrion Ware,172.72,5.08,Merab Dvalishvili,alto
1090,Tyron Woodley,175.26,Darren Till,182.88,7.62,Tyron Woodley,alto
1091,Jessica Andrade,154.94,Karolina Kowalkiewicz,160.02,5.08,Jessica Andrade,alto
1092,Abdul Razak Alhassan,177.8,Niko Price,182.88,5.08,Abdul Razak Alhassan,alto
1093,Diego Sanchez,177.8,Craig White,187.96,10.16,Diego Sanchez,alto
1094,Jim Miller,172.72,Alex White,182.88,10.16,Jim Miller,alto
1095,Justin Gaethje,180.34,James Vick,190.5,10.16,Justin Gaethje,alto
1096,Michael Johnson,177.8,Andre Fili,180.34,2.54,Michael Johnson,alto
1097,Eryk Anders,185.42,Tim Williams,187.96,2.54,Eryk Anders,alto
1098,Joanne Calderwood,167.64,Kalindra Faria,170.18,2.54,Joanne Calderwood,alto
1099,Drew Dober,172.72,Jon Tuck,180.34,7.62,Drew Dober,alto
1100,TJ Dillashaw,167.64,Cody Garbrandt,172.72,5.08,TJ Dillashaw,alto
1101,Thiago Santos,187.96,Kevin Holland,190.5,2.54,Thiago Santos,alto
1102,Pedro Munhoz,167.64,Brett Johns,170.18,2.54,Pedro Munhoz,alto
1103,Ricky Simon,167.64,Montel Jackson,177.8,10.16,Ricky Simon,alto
1104,Marlon Vera,172.72,Wuliji Buren,175.26,2.54,Marlon Vera,alto
1105,Jose Aldo,170.18,Jeremy Stephens,172.72,2.54,Jose Aldo,alto
1106,Hakeem Dawodu,172.72,Austin Arnett,182.88,10.16,Hakeem Dawodu,alto
1107,Dustin Ortiz,165.1,Matheus Nicolau,167.64,2.54,Dustin Ortiz,alto
1108,Marcin Tybura,190.5,Stefan Struve,210.82,20.32,Marcin Tybura,alto
1109,Raphael Assuncao,165.1,Rob Font,172.72,7.62,Raphael Assuncao,alto
1110,Michael Trizano,180.34,Joe Giannetti,182.88,2.54,Michael Trizano,alto
1111,Alessio Di Chirico,182.88,Julian Marquez,187.96,5.08,Alessio Di Chirico,alto
1112,Matt Schnell,172.72,Naoki Inoue,175.26,2.54,Matt Schnell,alto
1113,Holly Holm,172.72,Megan Anderson,182.88,10.16,Holly Holm,alto
1114,Gregor Gillespie,170.18,Vinc Pichel,177.8,7.62,Gregor Gillespie,alto
1115,Walt Harris,195.58,Daniel Spitz,200.66,5.08,Walt Harris,alto
1116,Sijara Eubanks,162.56,Lauren Murphy,170.18,7.62,Sijara Eubanks,alto
1117,Belal Muhammad,180.34,Chance Rencountre,187.96,7.62,Belal Muhammad,alto
1118,Claudio Silva,180.34,Nordine Taleb,185.42,5.08,Claudio Silva,alto
1119,Elias Theodorou,185.42,Trevor Smith,190.5,5.08,Elias Theodorou,alto
1120,Gabriel Benitez,172.72,Humberto Bandenay,180.34,7.62,Gabriel Benitez,alto
1121,Enrique Barzola,170.18,Brandon Davis,177.8,7.62,Enrique Barzola,alto
1122,Claudio Puelles,180.34,Felipe Silva,182.88,2.54,Claudio Puelles,alto
1123,John Lineker,160.02,Brian Kelleher,167.64,7.62,John Lineker,alto
1124,Aleksei Oleinik,187.96,Junior Albini,190.5,2.54,Aleksei Oleinik,alto
1125,Elizeu Zaleski dos Santos,180.34,Sean Strickland,185.42,5.08,Elizeu Zaleski dos Santos,alto
1126,Markus Perez,185.42,James Bochnovic,193.04,7.62,Markus Perez,alto
1127,Frankie Edgar,167.64,Cub Swanson,172.72,5.08,Frankie Edgar,alto
1128,Justin Willis,185.42,Chase Sherman,193.04,7.62,Justin Willis,alto
1129,David Branch,185.42,Thiago Santos,187.96,2.54,David Branch,alto
1130,Siyar Bahadurzada,180.34,Luan Chagas,182.88,2.54,Siyar Bahadurzada,alto
1131,Dustin Poirier,175.26,Justin Gaethje,180.34,5.08,Dustin Poirier,alto
1132,Michelle Waterson,160.02,Cortney Casey,170.18,10.16,Michelle Waterson,alto
1133,Muslim Salikhov,180.34,Ricky Rainey,185.42,5.08,Muslim Salikhov,alto
1134,Gilbert Burns,177.8,Dan Moret,182.88,5.08,Gilbert Burns,alto
1135,Luke Sanders,167.64,Patrick Williams,172.72,5.08,Luke Sanders,alto
1136,Rose Namajunas,165.1,Joanna Jedrzejczyk,167.64,2.54,Rose Namajunas,alto
1137,Karolina Kowalkiewicz,160.02,Felice Herrig,162.56,2.54,Karolina Kowalkiewicz,alto
1138,Devin Clark,182.88,Mike Rodriguez,193.04,10.16,Devin Clark,alto
1139,Tom Duquesnoy,170.18,Terrion Ware,172.72,2.54,Tom Duquesnoy,alto
1140,John Dodson,160.02,Pedro Munhoz,167.64,7.62,John Dodson,alto
1141,Jordan Johnson,187.96,Adam Milstead,190.5,2.54,Jordan Johnson,alto
1142,Sam Alvey,187.96,Marcin Prachnio,190.5,2.54,Sam Alvey,alto
1143,Rani Yahya,167.64,Russell Doane,170.18,2.54,Rani Yahya,alto
1144,Geoff Neal,180.34,Brian Camozzi,187.96,7.62,Geoff Neal,alto
1145,Oskar Piechota,182.88,Tim Williams,187.96,5.08,Oskar Piechota,alto
1146,Yoel Romero,182.88,Luke Rockhold,190.5,7.62,Yoel Romero,alto
1147,Jake Matthews,180.34,Li Jingliang,182.88,2.54,Jake Matthews,alto
1148,Alexander Volkanovski,167.64,Jeremy Kennedy,180.34,12.7,Alexander Volkanovski,alto
1149,Valentina Shevchenko,165.1,Priscila Cachoeira,170.18,5.08,Valentina Shevchenko,alto
1150,Michel Prazeres,167.64,Desmond Green,177.8,10.16,Michel Prazeres,alto
1151,Douglas Silva de Andrade,170.18,Marlon Vera,172.72,2.54,Douglas Silva de Andrade,alto
1152,Thiago Santos,187.96,Anthony Smith,193.04,5.08,Thiago Santos,alto
1153,Sergio Moraes,182.88,Tim Means,187.96,5.08,Sergio Moraes,alto
1154,Deiveson Figueiredo,165.1,Joseph Morales,167.64,2.54,Deiveson Figueiredo,alto
1155,Drew Dober,172.72,Frank Camacho,177.8,5.08,Drew Dober,alto
1156,Randa Markos,162.56,Juliana Lima,165.1,2.54,Randa Markos,alto
1157,Daniel Cormier,180.34,Volkan Oezdemir,187.96,7.62,Daniel Cormier,alto
1158,Kyle Bochniak,170.18,Brandon Davis,177.8,7.62,Kyle Bochniak,alto
1159,Jeremy Stephens,172.72,Dooho Choi,177.8,5.08,Jeremy Stephens,alto
1160,Mads Burnell,172.72,Mike Santiago,177.8,5.08,Mads Burnell,alto
1161,Khabib Nurmagomedov,177.8,Edson Barboza,180.34,2.54,Khabib Nurmagomedov,alto
1162,Myles Jury,177.8,Rick Glenn,182.88,5.08,Myles Jury,alto
1163,Glover Teixeira,187.96,Misha Cirkunov,190.5,2.54,Glover Teixeira,alto
1164,Chad Laprise,177.8,Galore Bofando,180.34,2.54,Chad Laprise,alto
1165,Marlon Moraes,167.64,Aljamain Sterling,170.18,2.54,Marlon Moraes,alto
1166,Scott Holtzman,175.26,Darrell Horcher,177.8,2.54,Scott Holtzman,alto
1167,Alejandro Perez,167.64,Iuri Alcantara,175.26,7.62,Alejandro Perez,alto
1168,Henry Cejudo,162.56,Sergio Pettis,167.64,5.08,Henry Cejudo,alto
1169,Eddie Alvarez,175.26,Justin Gaethje,180.34,5.08,Eddie Alvarez,alto
1170,Tecia Torres,154.94,Michelle Waterson,160.02,5.08,Tecia Torres,alto
1171,Felice Herrig,162.56,Cortney Casey,170.18,7.62,Felice Herrig,alto
1172,Justin Willis,185.42,Allen Crowder,190.5,5.08,Justin Willis,alto
1173,Nicco Montano,165.1,Roxanne Modafferi,170.18,5.08,Nicco Montano,alto
1174,Wang Guan,175.26,Alex Caceres,177.8,2.54,Wang Guan,alto
1175,Cyril Asker,182.88,Hu Yaozong,190.5,7.62,Cyril Asker,alto
1176,Jake Matthews,180.34,Bojan Velickovic,182.88,2.54,Jake Matthews,alto
1177,Alexander Volkanovski,167.64,Shane Young,172.72,5.08,Alexander Volkanovski,alto
1178,Ryan Benoit,165.1,Ashkan Mokhtarian,167.64,2.54,Ryan Benoit,alto
1179,Nik Lentz,172.72,Will Brooks,177.8,5.08,Nik Lentz,alto
1180,Dustin Poirier,175.26,Anthony Pettis,177.8,2.54,Dustin Poirier,alto
1181,Raphael Assuncao,165.1,Matthew Lopez,170.18,5.08,Raphael Assuncao,alto
1182,Pedro Munhoz,167.64,Rob Font,172.72,5.08,Pedro Munhoz,alto
1183,John Lineker,160.02,Marlon Vera,172.72,12.7,John Lineker,alto
1184,Vicente Luque,180.34,Niko Price,182.88,2.54,Vicente Luque,alto
1185,Marcelo Golm,190.5,Christian Colombo,195.58,5.08,Marcelo Golm,alto
1186,Oskar Piechota,182.88,Jonathan Wilson,187.96,5.08,Oskar Piechota,alto
1187,Marcin Held,175.26,Nasrat Haqparast,177.8,2.54,Marcin Held,alto
1188,Demetrious Johnson,160.02,Ray Borg,162.56,2.54,Demetrious Johnson,alto
1189,Fabricio Werdum,193.04,Walt Harris,195.58,2.54,Fabricio Werdum,alto
1190,Mara Romero Borella,167.64,Kalindra Faria,170.18,2.54,Mara Romero Borella,alto
1191,Gokhan Saki,182.88,Henrique da Silva,190.5,7.62,Gokhan Saki,alto
1192,Teruto Ishihara,170.18,Rolando Dy,172.72,2.54,Teruto Ishihara,alto
1193,Jussier Formiga,165.1,Ulka Sasaki,177.8,12.7,Jussier Formiga,alto
1194,Syuri Kondo,162.56,Chanmi Jeon,165.1,2.54,Syuri Kondo,alto
1195,Shinsho Anzai,170.18,Luke Jumeau,180.34,10.16,Shinsho Anzai,alto
1196,Daichi Abe,180.34,Hyun Gyu Lim,190.5,10.16,Daichi Abe,alto
1197,Mike Perry,177.8,Alex Reyes,180.34,2.54,Mike Perry,alto
1198,Gregor Gillespie,170.18,Jason Gonzalez,187.96,17.78,Gregor Gillespie,alto
1199,Ilir Latifi,177.8,Tyson Pedro,190.5,12.7,Ilir Latifi,alto
1200,Jeremy Stephens,172.72,Gilbert Melendez,175.26,2.54,Jeremy Stephens,alto
1201,Sarah Moras,170.18,Ashlee Evans-Smith,172.72,2.54,Sarah Moras,alto
1202,Alexander Volkov,200.66,Stefan Struve,210.82,10.16,Alexander Volkov,alto
1203,Siyar Bahadurzada,180.34,Rob Wilkinson,190.5,10.16,Siyar Bahadurzada,alto
1204,Mairbek Taisumov,175.26,Felipe Silva,182.88,7.62,Mairbek Taisumov,alto
1205,Michel Prazeres,167.64,Mads Burnell,172.72,5.08,Michel Prazeres,alto
1206,Rustam Khabilov,172.72,Desmond Green,177.8,5.08,Rustam Khabilov,alto
1207,Thibault Gouti,177.8,Andrew Holbrook,180.34,2.54,Thibault Gouti,alto
1208,Sergio Pettis,167.64,Brandon Moreno,170.18,2.54,Sergio Pettis,alto
1209,Alejandro Perez,167.64,Andre Soukhamthath,175.26,7.62,Alejandro Perez,alto
1210,Tyron Woodley,175.26,Demian Maia,185.42,10.16,Tyron Woodley,alto
1211,Robbie Lawler,180.34,Donald Cerrone,185.42,5.08,Robbie Lawler,alto
1212,Ricardo Lamas,172.72,Jason Knight,177.8,5.08,Ricardo Lamas,alto
1213,Brian Ortega,172.72,Renato Moicano,180.34,7.62,Brian Ortega,alto
1214,Patrick Cummins,187.96,Gian Villante,190.5,2.54,Patrick Cummins,alto
1215,Jimmie Rivera,162.56,Thomas Almeida,170.18,7.62,Jimmie Rivera,alto
1216,Jack Marshman,182.88,Ryan Janes,190.5,7.62,Jack Marshman,alto
1217,Khalil Rountree Jr.,185.42,Paul Craig,190.5,5.08,Khalil Rountree Jr.,alto
1218,Brett Johns,170.18,Albert Morales,175.26,5.08,Brett Johns,alto
1219,Chad Laprise,177.8,Brian Camozzi,187.96,10.16,Chad Laprise,alto
1220,Cody Stamann,167.64,Terrion Ware,172.72,5.08,Cody Stamann,alto
1221,Trevin Giles,182.88,James Bochnovic,193.04,10.16,Trevin Giles,alto
1222,Jared Cannonier,180.34,Nick Roehrick,187.96,7.62,Jared Cannonier,alto
1223,Angela Hill,160.02,Ashley Yoder,170.18,10.16,Angela Hill,alto
1224,Tecia Torres,154.94,Juliana Lima,165.1,10.16,Tecia Torres,alto
1225,Felice Herrig,162.56,Justine Kish,165.1,2.54,Felice Herrig,alto
1226,Clay Guida,170.18,Erik Koch,177.8,7.62,Clay Guida,alto
1227,Jared Gordon,175.26,Michel Quinones,177.8,2.54,Jared Gordon,alto
1228,Ion Cutelaba,185.42,Henrique da Silva,190.5,5.08,Ion Cutelaba,alto
1229,Alexander Volkanovski,167.64,Mizuto Hirota,170.18,2.54,Alexander Volkanovski,alto
1230,Raphael Assuncao,165.1,Marlon Moraes,167.64,2.54,Raphael Assuncao,alto
1231,Volkan Oezdemir,187.96,Misha Cirkunov,190.5,2.54,Volkan Oezdemir,alto
